cow_id,date,milk_yield_liters,milk_conductivity_ms_cm,cow_activity,environment_temperature_c,milk_temperature_c,humidity_percent,previous_mastitis,days_since_last_mastitis,mastitis_today
COW_463,2026-02-15,16.57,5.81,276.6,22.2,38.25,51.1,1,1,1
COW_463,2026-02-16,19.49,6.65,263.5,22.2,38.64,52.7,1,1,1
COW_463,2026-02-17,17.64,6.57,244.9,24.4,38.63,58.2,1,1,1
COW_463,2026-02-18,16.76,6.24,230.8,26.1,38.52,56.4,1,1,1
COW_463,2026-02-19,19.44,5.33,263.4,15.4,38.28,62.9,1,1,1
COW_463,2026-02-20,19.05,5.11,273.2,22.4,38.23,59.4,1,1,1
COW_463,2026-02-21,18.67,5.22,319.9,19.1,38.19,56.3,1,1,0
COW_463,2026-02-22,19.12,5.62,319.1,21.2,38.38,55.3,1,2,0
COW_463,2026-02-23,19.05,4.83,278.7,17.1,38.37,67.1,1,3,0
COW_463,2026-02-24,19.84,5.12,333.7,22.0,38.29,57.5,1,4,0
COW_463,2026-02-25,20.24,5.73,303.6,22.7,38.17,58.2,1,5,0
COW_463,2026-02-26,18.42,5.16,286.1,18.4,38.2,60.4,1,6,0
COW_463,2026-02-27,20.63,6.04,306.2,21.1,38.15,52.7,1,7,0
COW_463,2026-02-28,18.83,4.77,290.0,20.7,38.17,54.2,1,8,0
COW_463,2026-03-01,19.1,5.68,296.3,19.3,38.31,57.5,1,9,0
COW_464,2026-01-01,17.05,4.34,304.8,22.4,38.34,81.6,0,999,0
COW_464,2026-01-02,15.62,4.97,313.7,23.1,38.34,76.7,0,999,0
COW_464,2026-01-03,17.56,4.98,270.2,16.8,38.35,70.9,0,999,0
COW_464,2026-01-04,17.95,5.18,302.4,21.7,38.37,75.1,0,999,0
COW_464,2026-01-05,15.74,4.5,306.9,19.5,38.51,72.6,0,999,0
COW_464,2026-01-06,17.82,5.17,319.2,18.7,38.4,76.2,0,999,0
COW_464,2026-01-07,16.02,5.03,277.2,17.7,38.58,75.6,0,999,0
COW_464,2026-01-08,15.98,4.85,291.9,23.1,38.41,65.8,0,999,1
COW_464,2026-01-09,14.67,5.46,261.3,17.3,38.5,76.9,1,1,1
COW_464,2026-01-10,14.34,5.87,286.9,23.4,38.81,72.0,1,1,1
COW_464,2026-01-11,14.02,5.61,303.1,16.9,38.99,79.5,1,1,1
COW_464,2026-01-12,14.43,5.64,287.9,19.6,38.87,72.0,1,1,1
COW_464,2026-01-13,16.54,4.94,301.0,22.1,38.73,70.5,1,1,1
COW_464,2026-01-14,14.31,4.78,304.9,19.9,38.74,69.5,1,1,1
COW_464,2026-01-15,15.97,4.66,287.3,25.6,38.69,77.2,1,1,0
COW_464,2026-01-16,16.45,4.85,302.2,23.3,38.51,63.5,1,2,0
COW_464,2026-01-17,16.71,4.62,306.4,23.5,38.43,74.0,1,3,0
COW_464,2026-01-18,16.92,5.0,304.1,20.0,38.25,72.5,1,4,0
COW_464,2026-01-19,14.73,5.37,312.5,24.9,38.62,73.4,1,5,0
COW_464,2026-01-20,17.57,4.66,288.5,21.6,38.68,70.7,1,6,0
COW_464,2026-01-21,16.37,4.95,306.4,24.6,38.6,70.5,1,7,0
COW_464,2026-01-22,17.16,4.58,309.3,25.8,38.31,71.4,1,8,0
COW_464,2026-01-23,18.22,5.06,313.3,24.9,38.47,72.7,1,9,0
COW_464,2026-01-24,15.76,5.11,305.6,21.4,38.43,69.1,1,10,0
COW_464,2026-01-25,16.21,5.02,310.8,23.0,38.43,72.6,1,11,0
COW_464,2026-01-26,15.98,4.83,312.1,24.7,38.51,67.2,1,12,0
COW_464,2026-01-27,16.95,4.29,312.2,21.3,38.55,61.1,1,13,0
COW_464,2026-01-28,15.94,4.7,278.2,24.5,38.56,64.1,1,14,0
COW_464,2026-01-29,15.64,4.29,280.6,25.3,38.46,59.9,1,15,0
COW_464,2026-01-30,15.59,5.35,326.8,27.2,38.45,68.6,1,16,0
COW_464,2026-01-31,16.28,5.3,285.2,24.2,38.45,72.2,1,17,0
COW_464,2026-02-01,17.25,5.12,291.0,25.9,38.61,63.0,1,18,0
COW_464,2026-02-02,14.23,5.16,327.8,24.1,38.53,56.6,1,19,0
COW_464,2026-02-03,17.48,4.85,298.2,26.1,38.63,62.7,1,20,0
COW_464,2026-02-04,18.41,4.65,319.0,20.0,38.2,58.7,1,21,0
COW_464,2026-02-05,16.79,4.3,318.6,25.6,38.68,69.4,1,22,0
COW_464,2026-02-06,17.12,5.09,303.4,23.8,38.45,58.5,1,23,0
COW_464,2026-02-07,17.29,4.62,316.6,20.9,38.44,67.6,1,24,0
COW_464,2026-02-08,17.1,4.77,327.4,24.5,38.46,60.1,1,25,0
COW_464,2026-02-09,17.08,4.6,296.2,22.4,38.36,63.7,1,26,0
COW_464,2026-02-10,16.57,5.07,316.7,24.7,38.59,56.9,1,27,0
COW_464,2026-02-11,14.26,4.94,281.4,20.9,38.4,55.7,1,28,0
COW_464,2026-02-12,16.56,5.11,309.9,22.1,38.57,56.9,1,29,0
COW_464,2026-02-13,16.48,5.15,306.7,26.1,38.41,57.2,1,30,0
COW_464,2026-02-14,15.58,5.35,265.6,20.2,38.3,54.0,1,31,0
COW_464,2026-02-15,15.3,4.92,298.4,22.2,38.54,51.1,1,32,0
COW_464,2026-02-16,14.57,4.6,280.0,22.2,38.41,52.7,1,33,0
COW_464,2026-02-17,15.36,4.88,318.9,24.4,38.5,58.2,1,34,0
COW_464,2026-02-18,14.79,5.66,299.4,26.1,38.64,56.4,1,35,0
COW_464,2026-02-19,15.34,5.46,300.2,15.4,38.65,62.9,1,36,1
COW_464,2026-02-20,14.31,5.74,261.0,22.4,38.8,59.4,1,1,1
COW_464,2026-02-21,13.32,5.77,258.9,19.1,38.79,56.3,1,1,1
COW_464,2026-02-22,15.14,4.98,282.1,21.2,38.59,55.3,1,1,1
COW_464,2026-02-23,16.48,4.79,308.1,17.1,38.22,67.1,1,1,0
COW_464,2026-02-24,16.52,4.58,350.0,22.0,38.42,57.5,1,2,0
COW_464,2026-02-25,14.79,4.42,289.4,22.7,38.63,58.2,1,3,0
COW_464,2026-02-26,16.82,5.24,279.1,18.4,38.5,60.4,1,4,0
COW_464,2026-02-27,17.31,4.39,356.6,21.1,38.37,52.7,1,5,0
COW_464,2026-02-28,15.57,5.5,320.0,20.7,38.22,54.2,1,6,0
COW_464,2026-03-01,16.17,4.84,336.3,19.3,38.43,57.5,1,7,0
COW_465,2026-01-01,22.72,5.57,376.5,22.4,38.36,81.6,0,999,0
COW_465,2026-01-02,22.86,5.26,375.3,23.1,38.5,76.7,0,999,0
COW_465,2026-01-03,24.47,5.44,350.3,16.8,38.54,70.9,0,999,0
COW_465,2026-01-04,23.69,4.96,369.6,21.7,38.91,75.1,0,999,0
COW_465,2026-01-05,22.06,5.74,388.8,19.5,38.53,72.6,0,999,0
COW_465,2026-01-06,23.0,5.71,346.6,18.7,38.35,76.2,0,999,0
COW_465,2026-01-07,23.24,5.63,367.9,17.7,38.69,75.6,0,999,0
COW_465,2026-01-08,23.42,6.14,365.0,23.1,38.6,65.8,0,999,0
COW_465,2026-01-09,23.08,5.48,378.7,17.3,38.62,76.9,0,999,0
COW_465,2026-01-10,22.26,5.54,350.9,23.4,38.6,72.0,0,999,0
COW_465,2026-01-11,22.6,5.64,383.1,16.9,38.7,79.5,0,999,0
COW_465,2026-01-12,22.37,4.94,391.0,19.6,38.36,72.0,0,999,0
COW_465,2026-01-13,21.28,5.07,336.2,22.1,38.55,70.5,0,999,0
COW_465,2026-01-14,25.94,5.47,381.9,19.9,38.59,69.5,0,999,0
COW_465,2026-01-15,23.25,6.23,392.6,25.6,38.6,77.2,0,999,0
COW_465,2026-01-16,24.89,5.44,349.8,23.3,38.72,63.5,0,999,0
COW_465,2026-01-17,23.86,5.51,383.6,23.5,38.73,74.0,0,999,0
COW_465,2026-01-18,22.4,5.26,361.3,20.0,38.51,72.5,0,999,0
COW_465,2026-01-19,23.74,5.33,361.5,24.9,38.5,73.4,0,999,0
COW_465,2026-01-20,23.37,5.28,395.2,21.6,38.51,70.7,0,999,0
COW_465,2026-01-21,22.23,5.89,385.6,24.6,38.65,70.5,0,999,0
COW_465,2026-01-22,22.4,5.76,356.7,25.8,38.45,71.4,0,999,0
COW_465,2026-01-23,22.81,4.93,354.0,24.9,38.61,72.7,0,999,0
COW_465,2026-01-24,23.18,5.45,376.9,21.4,38.64,69.1,0,999,0
COW_465,2026-01-25,24.3,5.99,345.4,23.0,38.55,72.6,0,999,0
COW_465,2026-01-26,23.47,5.44,366.4,24.7,38.68,67.2,0,999,0
COW_465,2026-01-27,23.91,5.68,363.0,21.3,38.34,61.1,0,999,0
COW_465,2026-01-28,23.0,5.44,410.1,24.5,38.76,64.1,0,999,0
COW_465,2026-01-29,23.03,5.58,370.6,25.3,38.47,59.9,0,999,0
COW_465,2026-01-30,23.98,5.28,391.5,27.2,38.66,68.6,0,999,0
COW_465,2026-01-31,24.89,5.62,380.6,24.2,38.66,72.2,0,999,0
COW_465,2026-02-01,22.03,5.8,350.7,25.9,38.6,63.0,0,999,0
COW_465,2026-02-02,22.74,5.36,389.3,24.1,38.49,56.6,0,999,0
COW_465,2026-02-03,24.48,5.51,390.2,26.1,38.6,62.7,0,999,0
COW_465,2026-02-04,25.57,5.28,382.5,20.0,38.6,58.7,0,999,0
COW_465,2026-02-05,22.03,5.53,328.1,25.6,38.71,69.4,0,999,0
COW_465,2026-02-06,21.76,6.13,373.9,23.8,38.64,58.5,0,999,0
COW_465,2026-02-07,22.63,5.43,371.5,20.9,38.58,67.6,0,999,0
COW_465,2026-02-08,23.58,5.47,406.2,24.5,38.59,60.1,0,999,0
COW_465,2026-02-09,22.87,5.35,375.2,22.4,38.52,63.7,0,999,0
COW_465,2026-02-10,22.51,5.99,357.2,24.7,38.68,56.9,0,999,0
COW_465,2026-02-11,22.76,5.65,345.5,20.9,38.67,55.7,0,999,1
COW_465,2026-02-12,20.36,6.64,358.1,22.1,38.89,56.9,1,1,1
COW_465,2026-02-13,20.92,6.76,354.5,26.1,38.91,57.2,1,1,1
COW_465,2026-02-14,21.68,5.74,339.6,20.2,38.6,54.0,1,1,1
COW_465,2026-02-15,24.12,5.1,384.0,22.2,38.4,51.1,1,1,0
COW_465,2026-02-16,21.58,5.52,364.9,22.2,38.71,52.7,1,2,0
COW_465,2026-02-17,23.86,5.58,384.5,24.4,38.71,58.2,1,3,0
COW_465,2026-02-18,17.91,6.9,331.7,26.1,38.93,56.4,1,4,1
COW_465,2026-02-19,13.47,9.02,240.3,15.4,39.52,62.9,1,1,1
COW_465,2026-02-20,10.76,9.31,285.7,22.4,39.39,59.4,1,1,1
COW_465,2026-02-21,18.47,7.19,346.2,19.1,38.72,56.3,1,1,1
COW_465,2026-02-22,24.69,5.3,386.2,21.2,38.48,55.3,1,1,0
COW_465,2026-02-23,22.48,5.83,363.2,17.1,38.53,67.1,1,2,0
COW_465,2026-02-24,23.06,5.07,356.4,22.0,38.38,57.5,1,3,0
COW_465,2026-02-25,22.29,5.38,377.3,22.7,38.47,58.2,1,4,0
COW_465,2026-02-26,24.45,5.4,386.9,18.4,38.51,60.4,1,5,0
COW_465,2026-02-27,24.02,6.18,390.0,21.1,38.51,52.7,1,6,0
COW_465,2026-02-28,21.25,5.77,372.9,20.7,38.53,54.2,1,7,0
COW_465,2026-03-01,23.21,5.48,357.6,19.3,38.68,57.5,1,8,0
COW_466,2026-01-01,22.45,5.5,246.3,22.4,38.68,81.6,0,999,0
COW_466,2026-01-02,21.96,6.19,250.2,23.1,38.7,76.7,0,999,0
COW_466,2026-01-03,23.1,5.42,228.0,16.8,38.64,70.9,0,999,0
COW_466,2026-01-04,20.61,5.44,254.9,21.7,38.55,75.1,0,999,0
COW_466,2026-01-05,23.6,5.62,292.6,19.5,38.79,72.6,0,999,0
COW_466,2026-01-06,20.33,5.7,242.4,18.7,38.43,76.2,0,999,0
COW_466,2026-01-07,23.26,6.12,267.2,17.7,38.75,75.6,0,999,0
COW_466,2026-01-08,22.46,5.84,261.6,23.1,38.71,65.8,0,999,0
COW_466,2026-01-09,21.13,5.2,256.0,17.3,38.63,76.9,0,999,0
COW_466,2026-01-10,22.0,6.24,257.1,23.4,38.76,72.0,0,999,0
COW_466,2026-01-11,22.67,6.03,233.3,16.9,38.43,79.5,0,999,0
COW_466,2026-01-12,22.22,5.64,270.3,19.6,38.67,72.0,0,999,0
COW_466,2026-01-13,24.32,5.65,262.6,22.1,38.6,70.5,0,999,0
COW_466,2026-01-14,24.91,5.69,230.6,19.9,38.63,69.5,0,999,0
COW_466,2026-01-15,19.25,5.81,256.1,25.6,38.72,77.2,0,999,0
COW_466,2026-01-16,22.57,5.85,293.5,23.3,38.79,63.5,0,999,0
COW_466,2026-01-17,21.47,6.09,256.0,23.5,38.51,74.0,0,999,0
COW_466,2026-01-18,22.56,5.76,264.5,20.0,38.67,72.5,0,999,0
COW_466,2026-01-19,21.83,6.4,305.9,24.9,38.77,73.4,0,999,0
COW_466,2026-01-20,20.88,6.04,278.1,21.6,38.64,70.7,0,999,0
COW_466,2026-01-21,20.78,5.22,274.1,24.6,38.63,70.5,0,999,0
COW_466,2026-01-22,23.35,5.09,280.9,25.8,38.41,71.4,0,999,0
COW_466,2026-01-23,21.44,5.93,272.0,24.9,38.64,72.7,0,999,0
COW_466,2026-01-24,23.58,5.07,265.1,21.4,38.69,69.1,0,999,0
COW_466,2026-01-25,22.25,5.89,283.9,23.0,38.68,72.6,0,999,0
COW_466,2026-01-26,21.41,5.16,269.5,24.7,38.83,67.2,0,999,0
COW_466,2026-01-27,23.38,5.76,274.1,21.3,38.7,61.1,0,999,0
COW_466,2026-01-28,22.65,5.14,254.3,24.5,38.49,64.1,0,999,0
COW_466,2026-01-29,23.19,6.26,219.8,25.3,38.88,59.9,0,999,1
COW_466,2026-01-30,18.66,6.3,253.9,27.2,39.04,68.6,1,1,1
COW_466,2026-01-31,20.95,6.95,225.5,24.2,39.12,72.2,1,1,1
COW_466,2026-02-01,18.02,7.05,243.3,25.9,39.17,63.0,1,1,1
COW_466,2026-02-02,18.72,6.32,234.1,24.1,39.16,56.6,1,1,1
COW_466,2026-02-03,19.42,6.99,227.6,26.1,39.16,62.7,1,1,1
COW_466,2026-02-04,19.77,6.26,219.9,20.0,38.8,58.7,1,1,1
COW_466,2026-02-05,23.66,6.63,288.8,25.6,38.74,69.4,1,1,1
COW_466,2026-02-06,24.14,5.7,276.7,23.8,38.59,58.5,1,1,0
COW_466,2026-02-07,21.26,5.77,259.2,20.9,38.55,67.6,1,2,0
COW_466,2026-02-08,22.74,5.94,284.4,24.5,38.62,60.1,1,3,0
COW_466,2026-02-09,24.6,5.88,225.4,22.4,38.75,63.7,1,4,0
COW_466,2026-02-10,22.97,5.45,277.5,24.7,38.59,56.9,1,5,0
COW_466,2026-02-11,22.87,5.24,281.1,20.9,38.48,55.7,1,6,0
COW_466,2026-02-12,19.67,5.8,287.1,22.1,38.84,56.9,1,7,0
COW_466,2026-02-13,21.66,5.52,305.1,26.1,38.7,57.2,1,8,0
COW_466,2026-02-14,19.68,4.99,292.9,20.2,38.65,54.0,1,9,0
COW_466,2026-02-15,22.35,5.25,306.6,22.2,38.76,51.1,1,10,0
COW_466,2026-02-16,22.64,5.47,267.4,22.2,38.62,52.7,1,11,0
COW_466,2026-02-17,19.68,6.38,237.0,24.4,38.59,58.2,1,12,1
COW_466,2026-02-18,19.87,6.78,196.6,26.1,38.97,56.4,1,1,1
COW_466,2026-02-19,16.05,8.0,220.9,15.4,39.51,62.9,1,1,1
COW_466,2026-02-20,16.03,8.2,221.2,22.4,39.49,59.4,1,1,1
COW_466,2026-02-21,18.21,7.01,220.1,19.1,39.2,56.3,1,1,1
COW_466,2026-02-22,18.99,6.63,230.3,21.2,38.87,55.3,1,1,1
COW_466,2026-02-23,19.5,6.54,269.7,17.1,38.78,67.1,1,1,1
COW_466,2026-02-24,24.0,6.35,241.3,22.0,38.3,57.5,1,1,0
COW_466,2026-02-25,22.49,6.03,272.0,22.7,38.63,58.2,1,2,0
COW_466,2026-02-26,23.01,5.92,262.2,18.4,38.45,60.4,1,3,0
COW_466,2026-02-27,21.45,5.69,284.2,21.1,38.34,52.7,1,4,0
COW_466,2026-02-28,21.88,5.96,279.1,20.7,38.64,54.2,1,5,0
COW_466,2026-03-01,22.58,5.09,282.4,19.3,38.84,57.5,1,6,0
COW_467,2026-01-01,26.26,4.03,320.5,22.4,38.56,81.6,0,999,0
COW_467,2026-01-02,25.16,4.54,291.1,23.1,38.74,76.7,0,999,0
COW_467,2026-01-03,24.24,4.43,268.3,16.8,38.59,70.9,0,999,0
COW_467,2026-01-04,27.03,4.38,271.7,21.7,38.59,75.1,0,999,0
COW_467,2026-01-05,25.44,4.17,237.3,19.5,38.71,72.6,0,999,0
COW_467,2026-01-06,26.62,4.56,276.4,18.7,38.43,76.2,0,999,0
COW_467,2026-01-07,27.18,4.3,262.3,17.7,38.7,75.6,0,999,0
COW_467,2026-01-08,24.43,4.73,225.5,23.1,38.48,65.8,0,999,0
COW_467,2026-01-09,27.77,4.85,257.2,17.3,38.72,76.9,0,999,0
COW_467,2026-01-10,26.25,5.17,258.0,23.4,38.81,72.0,0,999,0
COW_467,2026-01-11,21.58,5.7,202.3,16.9,38.99,79.5,0,999,1
COW_467,2026-01-12,19.45,7.85,167.4,19.6,39.28,72.0,1,1,1
COW_467,2026-01-13,14.81,8.48,169.6,22.1,39.84,70.5,1,1,1
COW_467,2026-01-14,17.25,7.63,222.0,19.9,39.22,69.5,1,1,1
COW_467,2026-01-15,21.07,5.22,259.9,25.6,39.19,77.2,1,1,1
COW_467,2026-01-16,27.46,5.11,256.4,23.3,38.48,63.5,1,1,0
COW_467,2026-01-17,28.27,4.51,254.4,23.5,38.54,74.0,1,2,0
COW_467,2026-01-18,26.93,4.05,257.5,20.0,38.54,72.5,1,3,0
COW_467,2026-01-19,26.9,4.69,260.7,24.9,38.77,73.4,1,4,0
COW_467,2026-01-20,26.61,4.91,241.1,21.6,38.86,70.7,1,5,0
COW_467,2026-01-21,26.22,4.35,260.7,24.6,38.79,70.5,1,6,0
COW_467,2026-01-22,27.86,4.5,263.3,25.8,38.86,71.4,1,7,0
COW_467,2026-01-23,24.69,5.5,257.6,24.9,38.79,72.7,1,8,1
COW_467,2026-01-24,25.21,5.61,212.3,21.4,38.92,69.1,1,1,1
COW_467,2026-01-25,22.0,6.47,248.9,23.0,38.96,72.6,1,1,1
COW_467,2026-01-26,21.27,6.08,222.1,24.7,39.14,67.2,1,1,1
COW_467,2026-01-27,21.57,6.05,232.9,21.3,38.93,61.1,1,1,1
COW_467,2026-01-28,22.75,5.82,234.5,24.5,38.84,64.1,1,1,1
COW_467,2026-01-29,24.25,4.76,220.0,25.3,38.59,59.9,1,1,1
COW_467,2026-01-30,26.19,5.43,223.6,27.2,39.04,68.6,1,1,1
COW_467,2026-01-31,25.94,4.28,272.3,24.2,38.65,72.2,1,1,0
COW_467,2026-02-01,26.46,4.54,289.0,25.9,38.72,63.0,1,2,0
COW_467,2026-02-02,26.89,4.94,246.1,24.1,38.73,56.6,1,3,0
COW_467,2026-02-03,25.42,4.9,240.6,26.1,38.68,62.7,1,4,0
COW_467,2026-02-04,26.93,4.09,259.8,20.0,38.62,58.7,1,5,0
COW_467,2026-02-05,27.59,5.2,266.2,25.6,38.63,69.4,1,6,0
COW_467,2026-02-06,25.9,4.49,267.9,23.8,38.72,58.5,1,7,0
COW_467,2026-02-07,27.67,4.33,247.1,20.9,38.41,67.6,1,8,0
COW_467,2026-02-08,26.64,4.65,284.2,24.5,38.62,60.1,1,9,0
COW_467,2026-02-09,24.86,4.91,277.3,22.4,38.62,63.7,1,10,0
COW_467,2026-02-10,26.9,4.55,283.7,24.7,38.82,56.9,1,11,0
COW_467,2026-02-11,25.16,4.6,280.4,20.9,38.49,55.7,1,12,0
COW_467,2026-02-12,26.24,5.34,276.6,22.1,38.62,56.9,1,13,0
COW_467,2026-02-13,27.51,4.8,303.9,26.1,38.78,57.2,1,14,0
COW_467,2026-02-14,26.25,4.79,267.8,20.2,38.66,54.0,1,15,0
COW_467,2026-02-15,27.24,4.74,248.9,22.2,38.71,51.1,1,16,0
COW_467,2026-02-16,25.82,4.43,228.0,22.2,38.69,52.7,1,17,0
COW_467,2026-02-17,26.78,4.09,231.3,24.4,38.67,58.2,1,18,0
COW_467,2026-02-18,26.03,4.32,243.9,26.1,38.69,56.4,1,19,0
COW_467,2026-02-19,29.18,5.08,248.2,15.4,38.55,62.9,1,20,0
COW_467,2026-02-20,23.75,4.35,284.1,22.4,38.48,59.4,1,21,0
COW_467,2026-02-21,26.21,4.23,270.0,19.1,38.62,56.3,1,22,0
COW_467,2026-02-22,25.38,5.44,258.5,21.2,38.84,55.3,1,23,0
COW_467,2026-02-23,28.56,5.05,251.4,17.1,38.51,67.1,1,24,0
COW_467,2026-02-24,27.47,4.6,279.6,22.0,38.71,57.5,1,25,0
COW_467,2026-02-25,26.42,4.64,261.8,22.7,38.58,58.2,1,26,0
COW_467,2026-02-26,25.33,4.63,270.5,18.4,38.73,60.4,1,27,0
COW_467,2026-02-27,26.76,4.04,263.6,21.1,38.56,52.7,1,28,0
COW_467,2026-02-28,27.41,4.56,252.9,20.7,38.81,54.2,1,29,0
COW_467,2026-03-01,26.17,4.97,295.4,19.3,38.43,57.5,1,30,0
COW_468,2026-01-01,20.94,4.4,296.8,22.4,38.1,81.6,0,999,0
COW_468,2026-01-02,21.53,4.26,290.1,23.1,38.04,76.7,0,999,0
COW_468,2026-01-03,21.43,4.98,293.8,16.8,37.96,70.9,0,999,0
COW_468,2026-01-04,24.67,3.75,296.5,21.7,38.05,75.1,0,999,0
COW_468,2026-01-05,21.81,3.65,273.9,19.5,37.94,72.6,0,999,0
COW_468,2026-01-06,21.99,4.08,290.4,18.7,38.05,76.2,0,999,0
COW_468,2026-01-07,23.39,4.88,306.1,17.7,38.22,75.6,0,999,0
COW_468,2026-01-08,20.08,4.0,266.5,23.1,38.14,65.8,0,999,0
COW_468,2026-01-09,21.92,4.59,269.7,17.3,37.97,76.9,0,999,0
COW_468,2026-01-10,20.8,4.67,281.9,23.4,38.12,72.0,0,999,0
COW_468,2026-01-11,20.98,5.25,276.9,16.9,38.0,79.5,0,999,0
COW_468,2026-01-12,23.79,4.78,289.2,19.6,37.93,72.0,0,999,0
COW_468,2026-01-13,21.06,5.2,283.5,22.1,38.15,70.5,0,999,0
COW_468,2026-01-14,19.84,4.32,286.8,19.9,38.07,69.5,0,999,0
COW_468,2026-01-15,23.4,4.39,261.0,25.6,37.94,77.2,0,999,0
COW_468,2026-01-16,21.82,4.96,301.0,23.3,38.2,63.5,0,999,0
COW_468,2026-01-17,22.62,4.7,284.8,23.5,38.18,74.0,0,999,0
COW_468,2026-01-18,24.08,4.58,279.9,20.0,38.0,72.5,0,999,0
COW_468,2026-01-19,20.59,4.68,309.4,24.9,38.15,73.4,0,999,0
COW_468,2026-01-20,22.07,4.82,285.6,21.6,38.18,70.7,0,999,0
COW_468,2026-01-21,21.59,4.83,310.4,24.6,38.11,70.5,0,999,0
COW_468,2026-01-22,24.92,5.13,279.1,25.8,38.16,71.4,0,999,0
COW_468,2026-01-23,24.06,4.38,292.7,24.9,38.02,72.7,0,999,0
COW_468,2026-01-24,21.18,4.35,308.4,21.4,38.1,69.1,0,999,0
COW_468,2026-01-25,21.97,5.24,278.5,23.0,38.15,72.6,0,999,0
COW_468,2026-01-26,21.15,4.28,323.2,24.7,38.13,67.2,0,999,0
COW_468,2026-01-27,22.43,4.85,269.7,21.3,38.0,61.1,0,999,0
COW_468,2026-01-28,22.57,5.1,286.6,24.5,37.83,64.1,0,999,0
COW_468,2026-01-29,23.55,4.46,270.4,25.3,38.19,59.9,0,999,0
COW_468,2026-01-30,22.28,5.12,268.5,27.2,38.19,68.6,0,999,0
COW_468,2026-01-31,18.98,4.49,305.6,24.2,38.32,72.2,0,999,0
COW_468,2026-02-01,22.56,4.34,316.3,25.9,38.0,63.0,0,999,0
COW_468,2026-02-02,21.28,4.44,285.9,24.1,38.15,56.6,0,999,0
COW_468,2026-02-03,22.34,4.15,251.6,26.1,38.22,62.7,0,999,0
COW_468,2026-02-04,21.19,4.23,291.1,20.0,38.22,58.7,0,999,0
COW_468,2026-02-05,23.14,4.52,306.4,25.6,37.99,69.4,0,999,0
COW_468,2026-02-06,22.34,5.3,290.7,23.8,38.2,58.5,0,999,0
COW_468,2026-02-07,24.73,4.92,285.4,20.9,38.04,67.6,0,999,0
COW_468,2026-02-08,22.55,4.66,286.9,24.5,38.2,60.1,0,999,0
COW_468,2026-02-09,25.68,4.25,277.0,22.4,38.29,63.7,0,999,0
COW_468,2026-02-10,23.16,4.49,268.5,24.7,38.09,56.9,0,999,0
COW_468,2026-02-11,23.23,4.55,313.3,20.9,37.98,55.7,0,999,0
COW_468,2026-02-12,20.0,4.36,274.6,22.1,38.06,56.9,0,999,0
COW_468,2026-02-13,22.14,4.27,283.8,26.1,38.11,57.2,0,999,0
COW_468,2026-02-14,21.84,4.29,314.1,20.2,38.07,54.0,0,999,0
COW_468,2026-02-15,21.84,5.27,307.2,22.2,38.02,51.1,0,999,0
COW_468,2026-02-16,21.45,4.15,254.5,22.2,38.01,52.7,0,999,0
COW_468,2026-02-17,23.12,4.19,312.8,24.4,38.22,58.2,0,999,0
COW_468,2026-02-18,23.49,4.58,273.7,26.1,38.12,56.4,0,999,0
COW_468,2026-02-19,22.23,4.85,252.4,15.4,38.19,62.9,0,999,0
COW_468,2026-02-20,20.35,4.44,260.1,22.4,37.99,59.4,0,999,0
COW_468,2026-02-21,21.67,4.58,251.3,19.1,38.0,56.3,0,999,0
COW_468,2026-02-22,22.21,5.13,312.1,21.2,38.12,55.3,0,999,0
COW_468,2026-02-23,22.99,5.02,280.4,17.1,38.17,67.1,0,999,0
COW_468,2026-02-24,21.15,4.82,293.3,22.0,38.08,57.5,0,999,0
COW_468,2026-02-25,21.17,4.51,257.6,22.7,37.86,58.2,0,999,0
COW_468,2026-02-26,20.64,4.79,286.7,18.4,38.16,60.4,0,999,0
COW_468,2026-02-27,21.62,4.74,267.0,21.1,37.98,52.7,0,999,0
COW_468,2026-02-28,21.74,4.6,284.6,20.7,37.92,54.2,0,999,0
COW_468,2026-03-01,23.8,4.47,277.5,19.3,38.06,57.5,0,999,0
COW_469,2026-01-01,22.25,4.67,382.0,22.4,38.27,81.6,0,999,0
COW_469,2026-01-02,23.41,5.45,339.1,23.1,38.39,76.7,0,999,0
COW_469,2026-01-03,21.36,6.09,345.1,16.8,38.51,70.9,0,999,0
COW_469,2026-01-04,23.78,5.27,395.5,21.7,38.52,75.1,0,999,0
COW_469,2026-01-05,23.62,5.74,393.7,19.5,38.56,72.6,0,999,0
COW_469,2026-01-06,22.39,5.72,374.0,18.7,38.49,76.2,0,999,0
COW_469,2026-01-07,21.47,5.01,361.3,17.7,38.33,75.6,0,999,0
COW_469,2026-01-08,22.83,5.11,367.5,23.1,38.67,65.8,0,999,0
COW_469,2026-01-09,24.52,4.99,371.6,17.3,38.4,76.9,0,999,0
COW_469,2026-01-10,22.11,5.29,364.0,23.4,38.46,72.0,0,999,0
COW_469,2026-01-11,22.37,5.78,370.9,16.9,38.49,79.5,0,999,0
COW_469,2026-01-12,24.08,5.32,355.7,19.6,38.53,72.0,0,999,0
COW_469,2026-01-13,24.2,4.98,373.4,22.1,38.41,70.5,0,999,0
COW_469,2026-01-14,23.87,5.38,349.6,19.9,38.75,69.5,0,999,0
COW_469,2026-01-15,22.48,5.31,345.3,25.6,38.33,77.2,0,999,0
COW_469,2026-01-16,23.74,5.23,378.5,23.3,38.56,63.5,0,999,0
